,fighter_name,Height,Weight,Reach,Stance,DOB,Height_cm,Weight_kg,Gender
2225,Megan Anderson,"6' 0""",145 lbs.,"72""",Orthodox,"Feb 11, 1990",182.88,65.77,female
2227,Mehdi Baghdad,"6' 1""",155 lbs.,"75""",Orthodox,"Apr 13, 1985",185.42,70.31,male
2232,Melvin Guillard,"5' 9""",155 lbs.,"68""",Orthodox,"Mar 30, 1983",175.26,70.31,male
2234,Merab Dvalishvili,"5' 6""",135 lbs.,"68""",Orthodox,"Jan 10, 1991",167.64000000000001,61.23,male
2237,Michael Bisping,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",185.42,83.91,male
2240,Michael Chiesa,"6' 1""",170 lbs.,"75""",Southpaw,"Dec 07, 1987",185.42,77.11,male
2241,Michael Cora,"6' 1""",170 lbs.,"77""",Southpaw,"Aug 24, 1989",185.42,77.11,male
2244,Michael Johnson,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 04, 1986",177.8,65.77,male
2246,Michael Kuiper,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 07, 1989",182.88,83.91,male
2248,Michael Lombardo,"6' 0""",185 lbs.,"72""",Orthodox,"Apr 03, 1990",182.88,83.91,male
2250,Michael McBride,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 09, 1986",185.42,70.31,male
2251,Michael McDonald,"5' 9""",135 lbs.,"70""",Orthodox,"Jan 15, 1991",175.26,61.23,male
2254,Michael Trizano,"5' 11""",155 lbs.,"71""",Orthodox,"Dec 31, 1991",180.34,70.31,male
2256,Michal Oleksiejczuk,"6' 0""",205 lbs.,"74""",Southpaw,"Feb 22, 1995",182.88,92.99,male
2258,Michel Pereira,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 06, 1993",185.42,77.11,male
2259,Michel Prazeres,"5' 6""",170 lbs.,"67""",Orthodox,"Jul 25, 1981",167.64000000000001,77.11,male
2260,Michel Quinones,"5' 10""",155 lbs.,"73""",Orthodox,"Dec 22, 1984",177.8,70.31,male
2262,Michelle Waterson,"5' 3""",115 lbs.,"62""",Orthodox,"Jan 06, 1986",160.02,52.16,female
2263,Michihiro Omigawa,"5' 6""",145 lbs.,"68""",Orthodox,"Dec 19, 1975",167.64000000000001,65.77,male
2264,Michinori Tanaka,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 04, 1990",165.1,61.23,male
2266,Mickael Lebout,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 16, 1987",180.34,70.31,male
2267,Mickey Gall,"6' 2""",170 lbs.,"74""",Switch,"Jan 22, 1992",187.96,77.11,male
2268,Miesha Tate,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 18, 1986",167.64000000000001,61.23,female
2269,Miguel Baeza,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 23, 1992",187.96,77.11,male
2272,Miguel Torres,"5' 9""",135 lbs.,"76""",Orthodox,"Jan 18, 1981",175.26,61.23,male
2279,Mike Brown,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 08, 1975",167.64000000000001,65.77,male
2280,Mike Budnik,"5' 9""",145 lbs.,"68""",Orthodox,"Aug 08, 1974",175.26,65.77,male
2285,Mike Davis,"6' 0""",155 lbs.,"72""",Orthodox,"Oct 07, 1992",182.88,70.31,male
2287,Mike Easton,"5' 6""",135 lbs.,"70""",Southpaw,"Jan 25, 1984",167.64000000000001,61.23,male
2290,Mike Grundy,"5' 7""",145 lbs.,"72""",Orthodox,"Jan 03, 1987",170.18,65.77,male
2291,Mike Guymon,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 17, 1974",182.88,77.11,male
2296,Mike Kyle,"6' 4""",205 lbs.,"77""",Orthodox,"Mar 31, 1980",193.04,92.99,male
2299,Mike Massenzio,"6' 2""",185 lbs.,"73""",Southpaw,"Nov 01, 1982",187.96,83.91,male
2303,Mike Perry,"5' 10""",170 lbs.,"71""",Orthodox,"Sep 15, 1991",177.8,77.11,male
2304,Mike Pierce,"5' 8""",170 lbs.,"70""",Orthodox,"Sep 01, 1980",172.72,77.11,male
2306,Mike Pyle,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 18, 1975",182.88,77.11,male
2307,Mike Rhodes,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 04, 1989",185.42,77.11,male
2308,Mike Ricci,"6' 0""",155 lbs.,"77""",Southpaw,"Mar 18, 1986",182.88,70.31,male
2310,Mike Rio,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 06, 1981",177.8,70.31,male
2311,Mike Rodriguez,"6' 4""",205 lbs.,"82""",Southpaw,"Nov 28, 1988",193.04,92.99,male
2312,Mike Russow,"6' 1""",255 lbs.,"73""",Orthodox,"Sep 11, 1976",185.42,115.67,male
2313,Mike Santiago,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 28, 1989",177.8,65.77,male
2316,Mike Swick,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979",185.42,77.11,male
2321,Mike de la Torre,"5' 11""",145 lbs.,"71""",Orthodox,"Sep 22, 1986",180.34,65.77,male
2325,Milana Dudieva,"5' 3""",135 lbs.,"61""",Orthodox,"Aug 04, 1989",160.02,61.23,female
2327,Miles Johns,"5' 7""",135 lbs.,"66""",Orthodox,"Mar 30, 1994",170.18,61.23,male
2329,Milton Vieira,"6' 0""",145 lbs.,"72""",Orthodox,"Oct 04, 1978",182.88,65.77,male
2333,Minotauro Nogueira,"6' 3""",240 lbs.,"77""",Orthodox,"Jun 02, 1976",190.5,108.86,male
2334,Mirko Cro Cop,"6' 2""",230 lbs.,"73""",Southpaw,"Sep 10, 1974",187.96,104.33,male
2335,Mirsad Bektic,"5' 8""",145 lbs.,"70""",Orthodox,"Feb 16, 1991",172.72,65.77,male
2336,Misha Cirkunov,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 27, 1987",190.5,92.99,male
2337,Mitch Clarke,"5' 10""",155 lbs.,"73""",Orthodox,"Nov 24, 1985",177.8,70.31,male
2338,Mitch Gagnon,"5' 5""",135 lbs.,"65""",Southpaw,"Oct 10, 1984",165.1,61.23,male
2343,Mizuto Hirota,"5' 7""",155 lbs.,"67""",Orthodox,"May 05, 1981",170.18,70.31,male
2345,Molly McCann,"5' 4""",125 lbs.,"62""",Orthodox,"May 04, 1990",162.56,56.7,female
2347,Montel Jackson,"5' 10""",135 lbs.,"75""",Southpaw,"Apr 24, 1992",177.8,61.23,male
2348,Mostapha Al-Turk,"6' 2""",245 lbs.,"77""",Orthodox,"Jul 14, 1973",187.96,111.13,male
2351,Motonobu Tezuka,"5' 7""",135 lbs.,"66""",Southpaw,"Aug 29, 1987",170.18,61.23,male
2352,Movsar Evloev,"5' 7""",145 lbs.,"72""",Orthodox,"Feb 11, 1994",170.18,65.77,male
2354,Muhammed Lawal,"6' 0""",205 lbs.,"78""",Southpaw,"Jan 11, 1981",182.88,92.99,male
2360,Muslim Salikhov,"5' 11""",170 lbs.,"70""",Orthodox,"Jun 09, 1984",180.34,77.11,male
2362,Myles Jury,"5' 10""",145 lbs.,"73""",Orthodox,"Oct 31, 1988",177.8,65.77,male
2363,Nad Narimani,"5' 8""",145 lbs.,"70""",Orthodox,"Apr 14, 1987",172.72,65.77,male
2364,Nadia Kassem,"5' 5""",125 lbs.,"66""",Southpaw,"Nov 15, 1995",165.1,56.7,female
2365,Nah-Shon Burrell,"5' 11""",170 lbs.,"73""",Orthodox,"Feb 05, 1990",180.34,77.11,male
2367,Nam Phan,"5' 6""",135 lbs.,"70""",Orthodox,"Mar 13, 1983",167.64000000000001,61.23,male
2369,Naoki Inoue,"5' 9""",125 lbs.,"71""",Orthodox,"Jun 14, 1997",175.26,56.7,male
2372,Naoyuki Kotani,"5' 8""",155 lbs.,"66""",Southpaw,"Dec 08, 1981",172.72,70.31,male
2373,Nasrat Haqparast,"5' 10""",155 lbs.,"72""",Southpaw,"Aug 22, 1995",177.8,70.31,male
2374,Nate Diaz,"6' 0""",170 lbs.,"76""",Southpaw,"Apr 16, 1985",182.88,77.11,male
2377,Nate Marquardt,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979",182.88,83.91,male
2378,Nate Mohr,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 03, 1983",175.26,70.31,male
2380,Nate Quarry,"6' 0""",185 lbs.,"72""",Open Stance,"Mar 18, 1972",182.88,83.91,male
2382,Nathan Coy,"5' 10""",170 lbs.,"69""",Southpaw,"Jul 24, 1978",177.8,77.11,male
2384,Nathaniel Wood,"5' 6""",135 lbs.,"69""",Orthodox,"May 08, 1993",167.64000000000001,61.23,male
2388,Neil Magny,"6' 3""",170 lbs.,"80""",Orthodox,"Aug 03, 1987",190.5,77.11,male
2389,Neil Seery,"5' 4""",125 lbs.,"64""",Orthodox,"Aug 30, 1979",162.56,56.7,male
2392,Nicco Montano,"5' 5""",125 lbs.,"65""",Southpaw,"Dec 16, 1988",165.1,56.7,female
2398,Nick Catone,"6' 0""",185 lbs.,"72""",Southpaw,"Sep 01, 1981",182.88,83.91,male
2400,Nick Diaz,"6' 1""",185 lbs.,"76""",Southpaw,"Aug 02, 1983",185.42,83.91,male
2405,Nick Hein,"5' 6""",155 lbs.,"66""",Southpaw,"Apr 24, 1984",167.64000000000001,70.31,male
2406,Nick Newell,"5' 10""",155 lbs.,"74""",Southpaw,"Mar 17, 1986",177.8,70.31,male
2408,Nick Osipczak,"6' 2""",170 lbs.,"76""",Orthodox,"Dec 30, 1984",187.96,77.11,male
2409,Nick Pace,"5' 7""",135 lbs.,"68""",Orthodox,"Apr 17, 1987",170.18,61.23,male
2410,Nick Penner,"6' 4""",205 lbs.,"77""",Southpaw,"Mar 26, 1980",193.04,92.99,male
2413,Nick Ring,"6' 0""",185 lbs.,"74""",Southpaw,"Feb 10, 1979",182.88,83.91,male
2414,Nick Roehrick,"6' 2""",205 lbs.,"75""",Orthodox,"Jul 06, 1987",187.96,92.99,male
2419,Nick Thompson,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1981",185.42,77.11,male
2420,Nick Urso,"5' 6""",125 lbs.,"66""",Southpaw,"Sep 26, 1985",167.64000000000001,56.7,male
2421,Nico Musoke,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 05, 1986",182.88,77.11,male
2422,Nicolae Negumereanu,"6' 0""",205 lbs.,"78""",Orthodox,"Sep 04, 1994",182.88,92.99,male
2423,Nicolas Dalby,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 16, 1984",180.34,77.11,male
2424,Nik Lentz,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 13, 1984",172.72,70.31,male
2426,Nikita Krylov,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 07, 1992",190.5,92.99,male
2428,Niklas Backstrom,"6' 1""",145 lbs.,"74""",Orthodox,"Aug 22, 1989",185.42,65.77,male
2429,Niko Price,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 29, 1989",182.88,77.11,male
2431,Nina Ansaroff,"5' 5""",115 lbs.,"64""",Orthodox,"Dec 03, 1985",165.1,52.16,female
2432,Ning Guangyou,"5' 4""",145 lbs.,"64""",Southpaw,"Dec 15, 1981",162.56,65.77,male
2434,Noad Lahat,"5' 9""",145 lbs.,"69""",Orthodox,"Jun 08, 1984",175.26,65.77,male
2439,Nolan Ticman,"5' 6""",125 lbs.,"69""",Orthodox,"May 17, 1988",167.64000000000001,56.7,male
2440,Nordine Taleb,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 10, 1981",185.42,77.11,male
2441,Norifumi Yamamoto,"5' 4""",135 lbs.,"66""",Southpaw,"Mar 15, 1977",162.56,61.23,male
2448,Oli Thompson,"6' 1""",242 lbs.,"75""",Orthodox,"Jan 02, 1980",185.42,109.77,male
2449,Oliver Enkamp,"6' 0""",170 lbs.,"77""",Switch,"Aug 10, 1991",182.88,77.11,male
2450,Olivier Aubin-Mercier,"5' 9""",155 lbs.,"70""",Southpaw,"Feb 23, 1989",175.26,70.31,male
2451,Oluwale Bamgbose,"5' 11""",185 lbs.,"78""",Switch,"Aug 04, 1987",180.34,83.91,male
2452,Omari Akhmedov,"6' 0""",185 lbs.,"73""",Orthodox,"Oct 12, 1987",182.88,83.91,male
2457,Oskar Piechota,"6' 0""",185 lbs.,"76""",Southpaw,"Jan 24, 1990",182.88,83.91,male
2459,Ovince Saint Preux,"6' 3""",205 lbs.,"80""",Southpaw,"Apr 08, 1983",190.5,92.99,male
2461,Pablo Garza,"6' 1""",145 lbs.,"73""",Orthodox,"Sep 16, 1983",185.42,65.77,male
2463,Paddy Holohan,"5' 10""",125 lbs.,"69""",Orthodox,"May 03, 1988",177.8,56.7,male
2464,Paige VanZant,"5' 4""",115 lbs.,"65""",Orthodox,"Mar 26, 1994",162.56,52.16,female
2466,Papy Abedi,"5' 11""",185 lbs.,"74""",Southpaw,"Jun 30, 1978",180.34,83.91,male
2468,Pascal Krauss,"6' 1""",170 lbs.,"72""",Orthodox,"Apr 19, 1987",185.42,77.11,male
2470,Pat Barry,"5' 11""",235 lbs.,"74""",Orthodox,"Jul 07, 1979",180.34,106.59,male
2473,Pat Healy,"6' 0""",155 lbs.,"74""",Orthodox,"Jul 20, 1983",182.88,70.31,male
2475,Pat Schilling,"5' 8""",145 lbs.,"69""",Orthodox,"Aug 28, 1988",172.72,65.77,male
2477,Patrick Cote,"5' 11""",170 lbs.,"71""",Orthodox,"Feb 29, 1980",180.34,77.11,male
2478,Patrick Cummins,"6' 2""",205 lbs.,"76""",Orthodox,"Nov 16, 1980",187.96,92.99,male
2484,Patrick Williams,"5' 8""",135 lbs.,"73""",Orthodox,"Sep 07, 1981",172.72,61.23,male
2487,Paul Buentello,"6' 2""",245 lbs.,"77""",Orthodox,"Jan 16, 1974",187.96,111.13,male
2488,Paul Craig,"6' 3""",205 lbs.,"76""",Orthodox,"Nov 27, 1987",190.5,92.99,male
2490,Paul Daley,"5' 9""",170 lbs.,"76""",Orthodox,"Feb 21, 1983",175.26,77.11,male
2491,Paul Felder,"5' 11""",155 lbs.,"70""",Orthodox,"Apr 25, 1984",180.34,70.31,male
2495,Paul Kelly,"5' 9""",155 lbs.,"70""",Orthodox,"Sep 12, 1984",175.26,70.31,male
2496,Paul Redmond,"5' 10""",145 lbs.,"70""",Orthodox,"Oct 20, 1986",177.8,65.77,male
2499,Paul Sass,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 04, 1988",182.88,70.31,male
2501,Paul Taylor,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979",182.88,70.31,male
2507,Paulo Thiago,"5' 11""",170 lbs.,"73""",Orthodox,"Jan 25, 1981",180.34,77.11,male
2509,Pawel Pawlak,"6' 0""",170 lbs.,"73""",Orthodox,"Feb 08, 1989",182.88,77.11,male
2510,Pearl Gonzalez,"5' 4""",115 lbs.,"68""",Orthodox,"Aug 12, 1986",162.56,52.16,female
2511,Pedro Munhoz,"5' 6""",135 lbs.,"65""",Orthodox,"Sep 07, 1986",167.64000000000001,61.23,male
2516,Per Eklund,"5' 10""",155 lbs.,"72""",Orthodox,,177.8,70.31,male
2519,Pete Sell,"5' 11""",170 lbs.,"75""",Orthodox,"Aug 05, 1982",180.34,77.11,male
2522,Peter Petties,"5' 11""",145 lbs.,"72""",Southpaw,"Dec 20, 1990",180.34,65.77,male
2523,Peter Sobotta,"6' 0""",170 lbs.,"75""",Southpaw,"Jan 11, 1987",182.88,77.11,male
2524,Petr Yan,"5' 7""",135 lbs.,"67""",Switch,"Feb 11, 1993",170.18,61.23,male
2525,Phil Baroni,"5' 9""",170 lbs.,"72""",Orthodox,"Apr 16, 1976",175.26,77.11,male
2527,Phil Davis,"6' 2""",205 lbs.,"79""",Orthodox,"Sep 25, 1984",187.96,92.99,male
2528,Phil Harris,"5' 4""",125 lbs.,"64""",Orthodox,"Sep 04, 1983",162.56,56.7,male
2529,Phil Hawes,"6' 1""",185 lbs.,"70""",Orthodox,"Jan 08, 1989",185.42,83.91,male
2531,Philip De Fries,"6' 5""",250 lbs.,"82""",Orthodox,"Apr 21, 1986",195.57999999999998,113.4,male
2536,Phillipe Nover,"5' 9""",145 lbs.,"72""",Orthodox,"Feb 03, 1984",175.26,65.77,male
2537,Pietro Menga,"5' 7""",125 lbs.,"68""",Southpaw,"Feb 15, 1988",170.18,56.7,male
2538,Piotr Hallmann,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1987",175.26,70.31,male
2539,Poliana Botelho,"5' 8""",115 lbs.,"67""",Orthodox,"Dec 15, 1988",172.72,52.16,female
2541,Polyana Viana,"5' 5""",115 lbs.,"67""",Orthodox,"Jun 14, 1992",165.1,52.16,female
2543,Priscila Cachoeira,"5' 7""",125 lbs.,"65""",Orthodox,"Aug 19, 1988",170.18,56.7,female
2545,Punahele Soriano,"5' 11""",185 lbs.,"72""",Southpaw,"Nov 22, 1992",180.34,83.91,male
2546,Quinn Mulhern,"6' 3""",155 lbs.,"76""",Orthodox,"Sep 20, 1984",190.5,70.31,male
2548,Rachael Ostovich,"5' 3""",125 lbs.,"62""",Orthodox,"Feb 25, 1991",160.02,56.7,female
2552,Rafael Dos Anjos,"5' 8""",170 lbs.,"70""",Southpaw,"Oct 26, 1984",172.72,77.11,male
2553,Rafael Feijao,"6' 1""",205 lbs.,"73""",Orthodox,"Apr 14, 1980",185.42,92.99,male
2554,Rafael Fiziev,"5' 8""",155 lbs.,"71""",Switch,"Mar 05, 1993",172.72,70.31,male
2556,Rafael Natal,"6' 0""",185 lbs.,"76""",Orthodox,"Dec 25, 1982",182.88,83.91,male
2557,Rafael Rebello,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 16, 1980",165.1,61.23,male
2560,Rafaello Oliveira,"5' 8""",155 lbs.,"71""",Orthodox,"Jan 26, 1982",172.72,70.31,male
2566,Ramazan Emeev,"5' 10""",170 lbs.,"76""",Southpaw,"May 23, 1987",177.8,77.11,male
2568,Rameau Thierry Sokoudjou,"5' 10""",205 lbs.,"78""",Orthodox,"Apr 18, 1984",177.8,92.99,male
2569,Ramiz Brahimaj,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 17, 1992",177.8,77.11,male
2570,Rampage Jackson,"6' 1""",205 lbs.,"73""",Orthodox,"Jun 20, 1978",185.42,92.99,male
2571,Ramsey Nijem,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 01, 1988",180.34,70.31,male
2572,Randa Markos,"5' 4""",115 lbs.,"63""",Orthodox,"Aug 10, 1985",162.56,52.16,female
2573,Randall Wallace,"5' 11""",185 lbs.,"73""",Orthodox,"Mar 01, 1989",180.34,83.91,male
2574,Randy Brown,"6' 3""",170 lbs.,"78""",Orthodox,"Jul 08, 1990",190.5,77.11,male
2575,Randy Costa,"5' 9""",135 lbs.,"73""",Switch,"Jul 06, 1994",175.26,61.23,male
2576,Randy Couture,"6' 1""",205 lbs.,"75""",Orthodox,"Jun 22, 1963",185.42,92.99,male
2577,Rani Yahya,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 12, 1984",167.64000000000001,61.23,male
2578,Raoni Barcelos,"5' 7""",135 lbs.,"67""",Orthodox,"May 01, 1987",170.18,61.23,male
2580,Raphael Assuncao,"5' 5""",135 lbs.,"66""",Orthodox,"Jul 19, 1982",165.1,61.23,male
2584,Raquel Pennington,"5' 7""",135 lbs.,"67""",Orthodox,"Sep 05, 1988",170.18,61.23,female
2585,Rashad Coulter,"5' 11""",205 lbs.,"76""",Orthodox,"Nov 27, 1981",180.34,92.99,male
2586,Rashad Evans,"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979",182.88,92.99,male
2588,Rashid Magomedov,"5' 9""",155 lbs.,"70""",Orthodox,"Nov 29, 1984",175.26,70.31,male
2591,Raulian Paiva,"5' 8""",125 lbs.,"69""",Orthodox,"Oct 17, 1995",172.72,56.7,male
2592,Ray Borg,"5' 4""",135 lbs.,"63""",Orthodox,"Aug 04, 1993",162.56,61.23,male
2606,Renan Barao,"5' 6""",135 lbs.,"70""",Orthodox,"Jan 31, 1987",167.64000000000001,61.23,male
2607,Renato Moicano,"5' 11""",145 lbs.,"72""",Orthodox,"May 21, 1989",180.34,65.77,male
2608,Renato Sobral,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 07, 1975",185.42,92.99,male
2611,Renee Forte,"5' 7""",155 lbs.,"71""",Orthodox,"Mar 27, 1987",170.18,70.31,male
2613,Reuben Duran,"5' 7""",135 lbs.,"69""",Orthodox,"Jul 02, 1983",170.18,61.23,male
2617,Reza Madadi,"5' 11""",155 lbs.,"72""",Orthodox,"Jun 20, 1978",180.34,70.31,male
2620,Ricardo Abreu,"5' 11""",185 lbs.,"73""",Orthodox,"Apr 27, 1984",180.34,83.91,male
2621,Ricardo Almeida,"6' 0""",170 lbs.,"74""",Orthodox,"Nov 29, 1976",182.88,77.11,male
2624,Ricardo Funch,"5' 10""",170 lbs.,"76""",Southpaw,"Aug 14, 1980",177.8,77.11,male
2625,Ricardo Lamas,"5' 8""",145 lbs.,"71""",Orthodox,"May 21, 1982",172.72,65.77,male
2629,Ricardo Ramos,"5' 9""",135 lbs.,"72""",Orthodox,"Aug 01, 1995",175.26,61.23,male
2630,Ricardo Romero,"6' 0""",205 lbs.,"76""",Orthodox,"Apr 15, 1978",182.88,92.99,male
2632,Rich Attonito,"5' 10""",170 lbs.,"72""",Orthodox,"Jun 16, 1977",177.8,77.11,male
2634,Rich Clementi,"5' 9""",155 lbs.,"72""",Southpaw,"Mar 31, 1976",175.26,70.31,male
2635,Rich Franklin,"6' 1""",185 lbs.,"75""",Southpaw,"Oct 05, 1974",185.42,83.91,male
2638,Richard Odoms,"6' 5""",265 lbs.,"82""",Orthodox,"May 08, 1975",195.57999999999998,120.2,male
2640,Richardson Moreira,"6' 2""",185 lbs.,"72""",Orthodox,"Mar 31, 1984",187.96,83.91,male
2642,Richie Santiago,"5' 7""",135 lbs.,"67""",Southpaw,"Oct 10, 1992",170.18,61.23,male
2643,Richie Smullen,"5' 9""",155 lbs.,"68""",Orthodox,"Aug 17, 1991",175.26,70.31,male
2644,Richie Vaculik,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 19, 1983",167.64000000000001,56.7,male
2646,Rick Glenn,"6' 0""",145 lbs.,"70""",Southpaw,"Apr 12, 1989",182.88,65.77,male
2648,Rick Story,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984",175.26,77.11,male
2652,Ricky Rainey,"6' 1""",170 lbs.,"77""",Switch,"Jun 29, 1983",185.42,77.11,male
2653,Ricky Simon,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 31, 1992",167.64000000000001,61.23,male
2654,Ricky Turcios,"5' 9""",135 lbs.,"71""",Orthodox,"Jun 05, 1993",175.26,61.23,male
2656,Rico DiSciullo,"5' 8""",135 lbs.,"71""",Orthodox,"Oct 12, 1986",172.72,61.23,male
2658,Riki Fukuda,"6' 0""",185 lbs.,"73""",Southpaw,"Jan 06, 1981",182.88,83.91,male
2659,Rilley Dutro,"5' 8""",125 lbs.,"70""",Orthodox,"Sep 03, 1987",172.72,56.7,male
2660,Rin Nakai,"5' 1""",135 lbs.,"60""",Orthodox,"Oct 22, 1986",154.94,61.23,female
2661,Roan Carneiro,"5' 11""",170 lbs.,"74""",Orthodox,"Jun 02, 1978",180.34,77.11,male
2663,Rob Emerson,"5' 9""",155 lbs.,"70""",Orthodox,"Jul 30, 1981",175.26,70.31,male
2664,Rob Font,"5' 8""",135 lbs.,"71""",Orthodox,"Jun 25, 1987",172.72,61.23,male
2665,Rob Kimmons,"5' 10""",185 lbs.,"73""",Orthodox,"Jan 30, 1981",177.8,83.91,male
2666,Rob MacDonald,"6' 3""",205 lbs.,"78""",Orthodox,"Sep 05, 1978",190.5,92.99,male
2667,Rob McCullough,"5' 9""",155 lbs.,"69""",Orthodox,"May 26, 1977",175.26,70.31,male
2669,Rob Whiteford,"5' 9""",145 lbs.,"69""",Southpaw,"Apr 12, 1983",175.26,65.77,male
2670,Rob Wilkinson,"6' 3""",185 lbs.,"80""",Orthodox,"Feb 22, 1992",190.5,83.91,male
2672,Robbie Lawler,"5' 11""",170 lbs.,"74""",Southpaw,"Mar 20, 1982",180.34,77.11,male
2675,Robert Drysdale,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 05, 1981",190.5,92.99,male
2677,Robert Peralta,"5' 8""",145 lbs.,"71""",Orthodox,"Mar 14, 1986",172.72,65.77,male
2678,Robert Whittaker,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 20, 1990",182.88,83.91,male
2680,Roberto Sanchez,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 05, 1986",167.64000000000001,56.7,male
2682,Rocky Lee,"5' 9""",145 lbs.,"68""",Orthodox,"Apr 08, 1987",175.26,65.77,male
2685,Rodney Wallace,"5' 9""",205 lbs.,"72""",Switch,"Nov 21, 1981",175.26,92.99,male
2687,Rodolfo Rubio,"5' 5""",145 lbs.,"66""",Orthodox,"Jan 29, 1987",165.1,65.77,male
2688,Rodrigo Damm,"5' 7""",155 lbs.,"71""",Orthodox,"Feb 03, 1980",170.18,70.31,male
2693,Rodrigo de Lima,"5' 7""",155 lbs.,"75""",Orthodox,"Mar 12, 1991",170.18,70.31,male
2694,Roger Bowling,"5' 9""",155 lbs.,"68""",Orthodox,"Dec 05, 1982",175.26,70.31,male
2696,Roger Gracie,"6' 4""",185 lbs.,"79""",Orthodox,"Sep 26, 1981",193.04,83.91,male
2697,Roger Hollett,"5' 11""",205 lbs.,"70""",Orthodox,"Oct 08, 1978",180.34,92.99,male
2698,Roger Huerta,"5' 9""",155 lbs.,"70""",Orthodox,"May 20, 1983",175.26,70.31,male
2699,Roger Narvaez,"6' 3""",185 lbs.,"79""",Southpaw,"Sep 09, 1983",190.5,83.91,male
2700,Roger Zapata,"5' 11""",170 lbs.,"74""",Southpaw,"May 09, 1986",180.34,77.11,male
2701,Rogerio Bontorin,"5' 6""",125 lbs.,"67""",Orthodox,"Apr 25, 1992",167.64000000000001,56.7,male
2702,Rogerio Nogueira,"6' 2""",205 lbs.,"75""",Southpaw,"Jun 02, 1976",187.96,92.99,male
2703,Roland Delorme,"5' 9""",135 lbs.,"71""",Orthodox,"Dec 18, 1983",175.26,61.23,male
2705,Rolando Delgado,"6' 3""",155 lbs.,"77""",Orthodox,"Nov 22, 1981",190.5,70.31,male
2706,Rolando Dy,"5' 8""",145 lbs.,"69""",Orthodox,"Aug 11, 1990",172.72,65.77,male
2708,Roldan Sangcha-an,"5' 4""",125 lbs.,"65""",Orthodox,"Dec 04, 1990",162.56,56.7,male
2713,Roman Salazar,"5' 7""",135 lbs.,"67""",Orthodox,"Feb 21, 1988",170.18,61.23,male
2721,Ron Stallings,"6' 2""",170 lbs.,"75""",Southpaw,"Jan 25, 1983",187.96,77.11,male
2727,Ronda Rousey,"5' 7""",135 lbs.,"68""",Orthodox,"Feb 01, 1987",170.18,61.23,female
2728,Ronny Markes,"6' 1""",185 lbs.,"75""",Orthodox,"Apr 21, 1988",185.42,83.91,male
2729,Rony Jason,"5' 7""",145 lbs.,"70""",Orthodox,"Mar 21, 1984",170.18,65.77,male
2732,Roosevelt Roberts,"6' 2""",155 lbs.,"73""",Orthodox,"Feb 11, 1994",187.96,70.31,male
2733,Rory MacDonald,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 22, 1989",182.88,77.11,male
2734,Rory Markham,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 25, 1982",182.88,77.11,male
2735,Rory Singer,"6' 2""",185 lbs.,"77""",Orthodox,"May 28, 1976",187.96,83.91,male
2736,Rose Namajunas,"5' 5""",115 lbs.,"65""",Orthodox,"Jun 29, 1992",165.1,52.16,female
